city,area,name,address,rating,total_ratings,maps_link,category
Chakradharpur,No. 6,Apollo Pharmacy Dhanbad Bank More,"No. 6, Jharia Rd, near Reliance Jewels, Bank More, Dhanbad, Jharkhand 826007, India",4.6,38,https://www.google.com/maps/place/?q=place_id:ChIJL7iTxIGj9jkRYp6jViRPvxU,pharmacy
Chakradharpur,Shop No 2,Apollo Pharmacy Sri Krishana Complex Keonjhar,"Shop No 2, Hotel Srikrishana Complex Plot No 9/122, NH 49, Keonjhar, Odisha 758001, India",4.4,11,https://www.google.com/maps/place/?q=place_id:ChIJMfKKA54CHzoR9Pv23hsIV68,pharmacy
Chakradharpur,MJCH+4QJ Jalaram medical hall,Jalaram Medical Hall,"MJCH+4QJ Jalaram medical hall, Etwari Bazar - Station Link Road, Ward No. 17, Chakradharpur, Jharkhand 833102, India",4.1,24,https://www.google.com/maps/place/?q=place_id:ChIJMX6xdDuC9TkRBsB6CI-YZFk,pharmacy
Chakradharpur,Ground Flr,Apollo Pharmacy Doranda New,"Ground Flr, Kali Mandir Rd, nr. Fashion Hub, Doranda Bazar, Resaldar Nagar, Doranda, Ranchi, Jharkhand 834002, India",4.4,13,https://www.google.com/maps/place/?q=place_id:ChIJexZF1mvh9DkRWOzDuGScaZM,pharmacy
Chakradharpur,15,Apollo Pharmacy Ag Colony,"15, Kadru - Kumhartoli Rd, near Ranchi Machinery, Harmu Housing Colony, AG Colony, Ranchi, Jharkhand 834002, India",3.9,56,https://www.google.com/maps/place/?q=place_id:ChIJ0fKQz1Tg9DkR1LbyiQKyMx0,pharmacy
Chakradharpur,Ground Floor,Apollo Pharmacy Sonari,"Ground Floor, Dispensary Rd, Pardeshipara, Christanpara, Sonari, Jamshedpur, Jharkhand 831011, India",3.5,13,https://www.google.com/maps/place/?q=place_id:ChIJVaROeLHl9TkRHAS-jktUYwI,pharmacy
Chakradharpur,MJG8+PJW,Homeo Shafa Khana (Triloki Sir),"MJG8+PJW, Chakradharpur, Jharkhand 833102, India",4.2,5,https://www.google.com/maps/place/?q=place_id:ChIJ9YGrobmD9TkRNvXiEhYoZgU,pharmacy
Chakradharpur,Ward Number 3,Pratik Medical,"Ward Number 3, Paschim Singhbhum, Chakardharpur, Ranchi Chaibasa Chakardharpur Road, Chakardharpur, Chakardharpur, Chakradharpur, Jharkhand 833102, India",3.1,7,https://www.google.com/maps/place/?q=place_id:ChIJK1vyY22C9TkRpkTHnDKavHw,pharmacy
Chakradharpur,Main Road,LADO MEDICAL,"Main Road, opposite HP Petrol Pump, Chakradharpur, Jharkhand 833102, India",3.7,3,https://www.google.com/maps/place/?q=place_id:ChIJnYZoeRyD9TkRymfWkhvveag,pharmacy
Chakradharpur,South Eastern Railway Colony,Life Drugs Medical,"South Eastern Railway Colony, Chakradharpur, Jharkhand 833102, India",4.7,6,https://www.google.com/maps/place/?q=place_id:ChIJhfQsEzuC9TkRy0kxcqL_85o,pharmacy
Chakradharpur,Shop No.1,"Wellness Forever Pharmacy - Navi Peth, June Pat, Pandharpur","Shop No.1, Dada Mhamane Ikon, near Urban Bank, Navi Peth, June Pat, Pandharpur, Maharashtra 413304, India",4.6,8,https://www.google.com/maps/place/?q=place_id:ChIJIUNz7NIZxDsRrPy1Ctiew1g,pharmacy
Chakradharpur,MJR3+G8X,CKP MEDICAL,"MJR3+G8X, Chakradharpur, Asantalia, Jharkhand 833102, India",4.3,6,https://www.google.com/maps/place/?q=place_id:ChIJaRwRH7-D9TkRbE1OtUgKfnc,pharmacy
Chakradharpur,Main Road,Shri Gannayak Medical,"Main Road, near Pawan Chowk, Chakradharpur, Jharkhand 833102, India",4.3,7,https://www.google.com/maps/place/?q=place_id:ChIJvftJbhOC9TkRCoSS8CRxPmk,pharmacy
Saraikela,No. 5,Apollo Pharmacy Ashiyana More Adityapur,"No. 5, Service Rd, near HDFC Bank, LIC Colony, Adityapur, Jamshedpur, Jharkhand 832109, India",3.4,12,https://www.google.com/maps/place/?q=place_id:ChIJTbxeG9Xl9TkRDody1BgbPR8,pharmacy
Saraikela,Ground Flr,Apollo Pharmacy Jugsalai,"Ground Flr, Station Rd, near Hotel Ashoka, Kumar Chowk, Jugsalai, Jamshedpur, Jharkhand 831002, India",3.6,11,https://www.google.com/maps/place/?q=place_id:ChIJUSY6uNnj9TkRpMoywMnUc6w,pharmacy
Saraikela,Kaluram chowk,Sanjay Medical Store,"Kaluram chowk, Saraikela, Jharkhand 833219, India",4.7,27,https://www.google.com/maps/place/?q=place_id:ChIJMXvhdC3z9TkRwfwrzhkgivk,pharmacy
Saraikela,Ground Floor,Apollo Pharmacy Bistupur,"Ground Floor, Yashkamal Cmplx, Bistupur Main Rd, opp. Hotel Natraj, Bistupur Market, Bistupur, Jamshedpur, Jharkhand 831001, India",4.7,13,https://www.google.com/maps/place/?q=place_id:ChIJDQnu13Dj9TkR4FrieMvOXPg,pharmacy
