city,area,name,address,rating,total_ratings,maps_link,category
Daltonganj,Shail Complex Badi Masjid Road 6 Muhan,Palamau Optics,"Shail Complex Badi Masjid Road 6 Muhan, Daltenganj, Medininagar, Jharkhand 822101, India",4.3,13,https://www.google.com/maps/place/?q=place_id:ChIJjacvbtJ3jDkRIPiD8kKOLLI,optical
Daltonganj,Sattar Seth Chowk,Eye care chasma ghar,"Sattar Seth Chowk, Daltenganj, Medininagar, Jharkhand 822101, India",5,9,https://www.google.com/maps/place/?q=place_id:ChIJIyo1blt3jDkRPfZHhMCpEuw,optical
Daltonganj,Vishnu Mandir Rd,Optical palace,"Vishnu Mandir Rd, Daltenganj, Medininagar, Jharkhand 822101, India",4,1,https://www.google.com/maps/place/?q=place_id:ChIJl4M9ZaV3jDkRJLduiY9zeeY,optical
Daltonganj,Khata No 39,Lenskart.com at Lohardaga,"Khata No 39, SARNA TOLI, Plot- 490/2378, PS, Lohardaga, Jharkhand 835302, India",5,131,https://www.google.com/maps/place/?q=place_id:ChIJQR039RcjizkRXFLzlCrM6Z0,optical
Daltonganj,Hotel Royal Padmawati,"Lenskart.com at Chinia More, Garhwa","Hotel Royal Padmawati, Plot No 39, Chiniya Rd, Chinia More, Post+PS, Bishunpur, Garhwa, Jharkhand 822114, India",5,306,https://www.google.com/maps/place/?q=place_id:ChIJpSv6l90PjDkRQRlbHdQqN2U,optical
Daltonganj,Shop No,"Lenskart.com at Hazaribagh, Jharkhand (Harry Potter Collection)","Shop No, 235, Guru Gobind Singh Rd, near Annada Chowk, NawabGanj, Hazaribagh, Jharkhand 825301, India",4.9,1702,https://www.google.com/maps/place/?q=place_id:ChIJ08z-yRqd9DkRju6B8mF7hSE,optical
Daltonganj,Daltenganj,TITAN WATCH Electronic SHOP,"Daltenganj, Medininagar, Jharkhand 822101, India",4.4,20,https://www.google.com/maps/place/?q=place_id:ChIJPx_-Y813jDkR0hIY4EVBDxg,optical
Daltonganj,Ground Floor,Titan Nissan,"Ground Floor, Bye Pass Road, opposite Satkar Bhavan, SUDNA, Medininagar, Jharkhand 822101, India",5,113,https://www.google.com/maps/place/?q=place_id:ChIJuQN4xcN3jDkR8N4nMULMTVo,optical
Daltonganj,Ground Floor,"Titan Eye+ at Garhwa Main Road, Garhwa (Buy 1 Get 1 Free)","Ground Floor, Main Road, Garhwa, Jharkhand 822114, India",4.9,454,https://www.google.com/maps/place/?q=place_id:ChIJ4RmlGFgPjDkRhWcYxpCYBCw,optical
Chaibasa,Zila Parishad Complex,"GREEN OPTICAL, Chaibasa","Zila Parishad Complex, next to National Electronics, beside Amrapali Hotel, Chaibasa, Jharkhand 833201, India",4.8,20,https://www.google.com/maps/place/?q=place_id:ChIJlUEw7RknHjoRqgoF1vQ18Y8,optical
Chaibasa,Natraj Mansion,Lenskart.com Flagship Store at Bistupur Jamshedpur (First Lens Replacement Free),"Natraj Mansion, 3, Bistupur Main Rd, next to Colour Plus, Bistupur, Jamshedpur, Jharkhand 831001, India",4.9,5996,https://www.google.com/maps/place/?q=place_id:ChIJRZ3VaWHj9TkRp8hIghKL2WQ,optical
Chaibasa,Ground Floor,"Lenskart.com at Kadma, Jamshedpur (First Lens Replacement Free)","Ground Floor, Narayan Complex, Kadma, Jamshedpur, Jharkhand 831005, India",4.9,3422,https://www.google.com/maps/place/?q=place_id:ChIJRSZFM7nl9TkRiRBSPlgi1GY,optical
Chaibasa,Site No 1,"Lenskart.com at Adityapur Road, Jamshedpur (First Lens Replacement Free)","Site No 1, Tata Kandra Rd, Dindly Basti, Adityapur, Jamshedpur, Jharkhand 831013, India",4.9,2116,https://www.google.com/maps/place/?q=place_id:ChIJn-65IMjl9TkRSjtwzVGgcOI,optical
Chaibasa,Ward No 30,"Lenskart.com at Singh More, Ranchi","Ward No 30, Ps-Top, Meera Complex, Hatia, Singh More, Po, Kalyanpur, Ranchi, Jharkhand 834003, India",4.9,25,https://www.google.com/maps/place/?q=place_id:ChIJ59KLQs4f9TkRcuiTa9PIwvE,optical
Chaibasa,Holding No 16,Lenskart.com at Sakchi (First Lens Replacement Free),"Holding No 16, New Kalimati Rd, Hirasingh Bagan, Sakchi, Jamshedpur, Jharkhand 831007, India",4.9,2630,https://www.google.com/maps/place/?q=place_id:ChIJS1goqTvj9TkRMlGgHQ-W0dQ,optical
Chaibasa,Ground Floor,"Lenskart.com at Harmu, Ranchi (First Lens Replacement Free)","Ground Floor, Pradhan Tower, Harmu Rd, opposite Caratlane, Kumhartoli, Ranchi, Jharkhand 834001, India",4.8,2406,https://www.google.com/maps/place/?q=place_id:ChIJUVqqygjh9DkR5lWVtEJrTPQ,optical
Chaibasa,UN F 04,Lenskart,"UN F 04, Outer Circle Rd,Millenium Park Bistupur P & M Hi Tech City Center Mall, Millenium Park, Bistupur, Jamshedpur, Jharkhand 831001, India",4.9,2026,https://www.google.com/maps/place/?q=place_id:ChIJjdyBZTrj9TkRf9AIwLxnwkw,optical
Chaibasa,Main Road,"Titan Eye+ at Sadar Bazar, Chaibasa (Buy 1 Get 1 Free)","Main Road, near Deys Medical, Sadar Bazaar, Chaibasa, Jharkhand 833201, India",4.9,126,https://www.google.com/maps/place/?q=place_id:ChIJl-6r_pgnHjoRXxe4UPpZSXw,optical
Chaibasa,Indira Gandhi Chowk,"Lenskart.com at Bahu Bazaar, Ranchi","Indira Gandhi Chowk, near Magic Move Dance Studio, Bahu Bazar, Upper Chutia, Samlong, Ranchi, Jharkhand 834001, India",4.9,65,https://www.google.com/maps/place/?q=place_id:ChIJ4zrn-fjh9DkRghWDZ8hVF6M,optical
Chaibasa,Dangratoli Chowk,"Lenskart.com at Puruliya Road, Ranchi (First Lens Replacement Free)","Dangratoli Chowk, Purulia Rd, near Kashyap Eye Hospital, Dangratoli, Nayatoli, Ranchi, Jharkhand 834001, India",4.9,2944,https://www.google.com/maps/place/?q=place_id:ChIJHyFYT7bh9DkRCjfHJadqWD4,optical
Chaibasa,Shop No S5,Lenskart.com,"Shop No S5, Second Floor, Nucleus Mall, Circular Rd, Lalpur, Ranchi, Jharkhand 834001, India",4.9,3775,https://www.google.com/maps/place/?q=place_id:ChIJ6QIzIg_h9DkR7C3J14A9wek,optical
Chaibasa,Ground Floor,"Lenskart.com Flagship Store at Main Road, Ranchi (First Lens Replacement Free)","Ground Floor, Capitol Hill Building, Mahatma Gandhi Main Rd, Maulana Azad Colony, Hindpiri, Ranchi, Jharkhand 834001, India",4.8,1549,https://www.google.com/maps/place/?q=place_id:ChIJf_Trslvh9DkRuSt5YSX3-2k,optical
Chaibasa,Ground Floor,Lenskart Kokar Ranchi,"Ground Floor, Ranchi - Patna Rd, beside Apollo Pharmacy, near Benelli, New Adarsh Nagar, Keeway, Kokar, Ranchi, Jharkhand 834001, India",5,14,https://www.google.com/maps/place/?q=place_id:ChIJq_4qMH7j9DkRBd7F1HaYWXE,optical
Chaibasa,Unit No 3,Lenskart.com at Mall Of Ranchi (First Lens Replacement Free),"Unit No 3, Mall Of, Ratu Rd, Kumhartoli, Ranchi, Jharkhand 834001, India",4.9,1561,https://www.google.com/maps/place/?q=place_id:ChIJhZRdtuvf9DkRpvmFX-Xq95M,optical
Chaibasa,P C,Sanjeev Netralaya Eyecare Private Limited,"P C, Birua Rd, Tamarband, Tungri, Chaibasa, Jharkhand 833201, India",4.5,121,https://www.google.com/maps/place/?q=place_id:ChIJO5yE0g0nHjoRcrhN3NAexKI,optical
Chaibasa,Ground Floor,"Lenskart.com at Kathal More, Ranchi","Ground Floor, OAK Pioneer, Kathal More - Argora - Ranchi Rd, Deepatoli, Pundag, Ranchi, Jharkhand 834004, India",4.8,67,https://www.google.com/maps/place/?q=place_id:ChIJXZ0f7fTh9DkRKtr4y06leXc,optical
Dumka,Dumka Bhagalpur Road,"Lenskart.com at Dumka, Bhagalpur","Dumka Bhagalpur Road, Post PS Dudhani, near Vishal Mega Mart, Dumka, Jharkhand 814101, India",5,468,https://www.google.com/maps/place/?q=place_id:ChIJDT9VewC38DkRIT3m_AUpZQU,optical
Dumka,Titan Eye +,"Titan Eye+ at Station Road, Dumka (Buy 1 Get 1 Free)","Titan Eye +, Bhagalpur Rd, opposite Havells Gallery, Dumka, Jharkhand 814101, India",4.9,479,https://www.google.com/maps/place/?q=place_id:ChIJ1wNWSKy38DkRzgCJgVB-SIk,optical
Chatra,Ground Floor,"Lenskart.com at Harmu, Ranchi (First Lens Replacement Free)","Ground Floor, Pradhan Tower, Harmu Rd, opposite Caratlane, Kumhartoli, Ranchi, Jharkhand 834001, India",4.8,2406,https://www.google.com/maps/place/?q=place_id:ChIJUVqqygjh9DkR5lWVtEJrTPQ,optical
Chatra,Shop No,"Lenskart.com at Hazaribagh, Jharkhand (Harry Potter Collection)","Shop No, 235, Guru Gobind Singh Rd, near Annada Chowk, NawabGanj, Hazaribagh, Jharkhand 825301, India",4.9,1702,https://www.google.com/maps/place/?q=place_id:ChIJ08z-yRqd9DkRju6B8mF7hSE,optical
Chatra,Ground Floor,"Lenskart.com at Kathal More, Ranchi","Ground Floor, OAK Pioneer, Kathal More - Argora - Ranchi Rd, Deepatoli, Pundag, Ranchi, Jharkhand 834004, India",4.8,67,https://www.google.com/maps/place/?q=place_id:ChIJXZ0f7fTh9DkRKtr4y06leXc,optical
Chatra,Plot No 1285,Lenskart.com at Gwaltoli Hazaribagh,"Plot No 1285, Ward 17, Sapna Tower, Chatra Road, Gwal Toli Chowk, Azad Rd, Suleman Colony, Chisti Nagar, Hazaribagh, Jharkhand 825301, India",4.9,1115,https://www.google.com/maps/place/?q=place_id:ChIJRfeB-1ef9DkRtbL9nOqG3mI,optical
Chatra,Indira Gandhi Chowk,"Lenskart.com at Bahu Bazaar, Ranchi","Indira Gandhi Chowk, near Magic Move Dance Studio, Bahu Bazar, Upper Chutia, Samlong, Ranchi, Jharkhand 834001, India",4.9,65,https://www.google.com/maps/place/?q=place_id:ChIJ4zrn-fjh9DkRghWDZ8hVF6M,optical
Chatra,Unit No 3,Lenskart.com at Mall Of Ranchi (First Lens Replacement Free),"Unit No 3, Mall Of, Ratu Rd, Kumhartoli, Ranchi, Jharkhand 834001, India",4.9,1561,https://www.google.com/maps/place/?q=place_id:ChIJhZRdtuvf9DkRpvmFX-Xq95M,optical
Chatra,Ground Floor,"Lenskart.com Flagship Store at Main Road, Ranchi (First Lens Replacement Free)","Ground Floor, Capitol Hill Building, Mahatma Gandhi Main Rd, Maulana Azad Colony, Hindpiri, Ranchi, Jharkhand 834001, India",4.8,1549,https://www.google.com/maps/place/?q=place_id:ChIJf_Trslvh9DkRuSt5YSX3-2k,optical
Chatra,H B Road,Lenskart.com at H B Road Ranchi (First Lens Replacement Free),"H B Road, Plot No 1836, Ward 17, P S Lowe, Bazer, Hazaribagh Rd, opposite of Seventh Heaven Hotel, Tharpakhna, Ranchi, Jharkhand 834001, India",4.9,310,https://www.google.com/maps/place/?q=place_id:ChIJe9LTyY_h9DkRdsyE4MdyjCc,optical
Chatra,Shop No S5,Lenskart.com,"Shop No S5, Second Floor, Nucleus Mall, Circular Rd, Lalpur, Ranchi, Jharkhand 834001, India",4.9,3775,https://www.google.com/maps/place/?q=place_id:ChIJ6QIzIg_h9DkR7C3J14A9wek,optical
Chatra,Khata No 39,Lenskart.com at Lohardaga,"Khata No 39, SARNA TOLI, Plot- 490/2378, PS, Lohardaga, Jharkhand 835302, India",5,131,https://www.google.com/maps/place/?q=place_id:ChIJQR039RcjizkRXFLzlCrM6Z0,optical
Chatra,Shop No 14,"Lenskart.com at Bariatu, Ranchi (First Lens Replacement Free)","Shop No 14, Malabar Enclave, near D A V School, Bariatu, Ranchi, Jharkhand 834009, India",4.8,1468,https://www.google.com/maps/place/?q=place_id:ChIJyQ0Yvr7j9DkRqsjiY2MHXes,optical
Chatra,Dangratoli Chowk,"Lenskart.com at Puruliya Road, Ranchi (First Lens Replacement Free)","Dangratoli Chowk, Purulia Rd, near Kashyap Eye Hospital, Dangratoli, Nayatoli, Ranchi, Jharkhand 834001, India",4.9,2944,https://www.google.com/maps/place/?q=place_id:ChIJHyFYT7bh9DkRCjfHJadqWD4,optical
Chatra,Ward No 30,"Lenskart.com at Singh More, Ranchi","Ward No 30, Ps-Top, Meera Complex, Hatia, Singh More, Po, Kalyanpur, Ranchi, Jharkhand 834003, India",4.9,25,https://www.google.com/maps/place/?q=place_id:ChIJ59KLQs4f9TkRcuiTa9PIwvE,optical
Chatra,men Rod M.A.Rahmani,Bharat Optical,"men Rod M.A.Rahmani, 6V4C+7QR, Ansar Nagar, Jharkhand 825401, India",4.3,27,https://www.google.com/maps/place/?q=place_id:ChIJHVRiBcytjDkR4iDg3e-hIAg,optical
Chatra,Ratu Rd,Lenskart,"Ratu Rd, Aryapuri, Marg, Ranchi, Jharkhand 834005, India",4.9,239,https://www.google.com/maps/place/?q=place_id:ChIJffnx4zTh9DkR8wlGVZ3_-JY,optical
Chatra,Shop No 9,"Lenskart.com at Kanke Road, Ranchi (First Lens Replacement Free)","Shop No 9, Ground Floor, Chandni Chowk, Astor Green, Kanke Rd, Jhirga Toli, Gandhi Nagar, Ranchi, Jharkhand 834008, India",4.8,1192,https://www.google.com/maps/place/?q=place_id:ChIJ-5bd3Vnn9DkRkjQL9dLE9tg,optical
Chatra,Ground Floor,Lenskart Kokar Ranchi,"Ground Floor, Ranchi - Patna Rd, beside Apollo Pharmacy, near Benelli, New Adarsh Nagar, Keeway, Kokar, Ranchi, Jharkhand 834001, India",5,14,https://www.google.com/maps/place/?q=place_id:ChIJq_4qMH7j9DkRBd7F1HaYWXE,optical
Chatra,Plot 289,"Lenskart.com at Kadru Road, Ranchi (First Lens Replacement Free)","Plot 289, Kadru Main Road, Delatoli, PS, Kadru, Argora, Ranchi, Jharkhand 834002, India",4.8,219,https://www.google.com/maps/place/?q=place_id:ChIJQR4RJwDh9DkRfRbEr-1QRlo,optical
Chatra,khata No 91,"Lenskart.com at Kanke Road, Ranchi","khata No 91, Kathar Gonda, Kanke Rd, Po+Ps, Indrapuri Colony, Kanke, Ranchi, Jharkhand 834008, India",5,42,https://www.google.com/maps/place/?q=place_id:ChIJ9f440Fjh9DkRhEraJb0ztZw,optical
Chatra,House No.178,"Titan Eye+ at Jhumri Telaiya, Koderma (Buy 1 Get 1 Free)","House No.178, Ranchi - Patna Rd, near Bank of India, Taratand, Jhumri Telaiya, Jharkhand 825409, India",4.8,178,https://www.google.com/maps/place/?q=place_id:ChIJ12xvl6J18zkRhfrYcSxImoA,optical
Chatra,Plot # 44,"Titan Eye+ at Guru Govind Singh, Hazaribagh (Buy 1 Get 1 Free)","Plot # 44, Gf, Vinayak Tower, Sunil Kumar Jain, C/O, Guru Gobind Singh Rd, Ananda Chowk, Hazaribagh, Jharkhand 825301, India",4.8,1426,https://www.google.com/maps/place/?q=place_id:ChIJHQAAAJye9DkR5ieUb37C-pg,optical
Chatra,GEL Church Complex,"Titan Eye+ Flagship store at Kanka, Ranchi (Buy 1 Get 1 Free)","GEL Church Complex, Ground, 13, Mahatma Gandhi Main Rd, Ranchi, Jharkhand 834001,ph, Kanka, Ranchi, Jharkhand 834001, India",4.9,2239,https://www.google.com/maps/place/?q=place_id:ChIJy8dMyKfh9DkR670vZifbo3E,optical
Chatra,Ground Floor,"Titan Eye+ at Garhwa Main Road, Garhwa (Buy 1 Get 1 Free)","Ground Floor, Main Road, Garhwa, Jharkhand 822114, India",4.9,454,https://www.google.com/maps/place/?q=place_id:ChIJ4RmlGFgPjDkRhWcYxpCYBCw,optical
Chatra,Hinoo Main Rd,"Titan Eye+ at Hinoo, Ranchi (Buy 1 Get 1 Free)","Hinoo Main Rd, below Allahabad Bank, Kilburn Colony, Shivpuri Colony, Hinoo, Ranchi, Jharkhand 834002, India",4.9,1278,https://www.google.com/maps/place/?q=place_id:ChIJhdnkySbh9DkR1dIusQ-mLk4,optical
Chatra,Court Rd,"Titan Eye+ at Court Road, Giridih (Buy 1 Get 1 Free)","Court Rd, beside Annapurna Sweets, opposite State Co-operate Bank Limited, Buxidih, Giridih, Jharkhand 815301, India",4.9,1053,https://www.google.com/maps/place/?q=place_id:ChIJPxRDQkxV8TkRCYcP4KhMsAE,optical
Chatra,FOGLA HOUSE,"Titan Eye+ at Lalpur, Ranchi (Buy 1 Get 1 Free)","FOGLA HOUSE, 56, Circular Rd, beside KAVERI RESTAURANT, P&T Colony, Lalpur, Ranchi, Jharkhand 834001, India",4.9,1689,https://www.google.com/maps/place/?q=place_id:ChIJefgbD23h9DkR1UyLlvvs6GQ,optical
Chatra,C926+75M,"Titan Eye+ at Bariatu Road, Ranchi (Buy 1 Get 1 Free)","C926+75M, Bariatu Rd, Bariatu Housing Colony, Ranchi, Jharkhand 834009, India",4.9,701,https://www.google.com/maps/place/?q=place_id:ChIJh9gPW5fj9DkRpRzwTll9iXk,optical
Chatra,SAI COMPLEX,"Titan Eye+ at Kanke Road, Ranchi (Buy 1 Get 1 Free)","SAI COMPLEX, Kanke Rd, opp. ORIENTAL BANK OF COMMERCE, near KRISHI BHAWAN, Jawahar Nagar, Hatma, Ranchi, Jharkhand 834008, India",4.9,2219,https://www.google.com/maps/place/?q=place_id:ChIJmxnMXgjn9DkRdW0YUfZxlK8,optical
Chatra,Titan Eye +,"Titan Eye+ at Station Road, Dumka (Buy 1 Get 1 Free)","Titan Eye +, Bhagalpur Rd, opposite Havells Gallery, Dumka, Jharkhand 814101, India",4.9,479,https://www.google.com/maps/place/?q=place_id:ChIJ1wNWSKy38DkRzgCJgVB-SIk,optical
Chatra,NATRAJ Mansion,"Titan Eye+ at Bistupur, Jamshedpur (Buy 1 Get 1 Free)","NATRAJ Mansion, 8, Main Road,Bistupur, Bistupur, Jamshedpur, Jharkhand 831001, India",4.9,1333,https://www.google.com/maps/place/?q=place_id:ChIJ44I3wGXj9TkR1jMhOSmD3R8,optical
Chatra,Ward No.26,"Titan Eye+ at Ashok Nagar, Ranchi","Ward No.26, Sarashwati Market Complex, & 2, Rd Number 1, opp. Hiltop Moters, Central Ashoka Colony, Ashok Vihar, Delatoli, Ranchi, Jharkhand 834002, India",5,446,https://www.google.com/maps/place/?q=place_id:ChIJjygvxOrh9DkRffz9qHjzr2k,optical
Chatra,Ground Floor,"Titan Eye+ at Harmu Road, Ranchi (Buy 1 Get 1 Free)","Ground Floor, Jagannth Enclave, Plot No.94, Harmu Rd, beside Tanishq, near Shani Mandir, Kumhartoli, Ranchi, Jharkhand 834001, India",5,250,https://www.google.com/maps/place/?q=place_id:ChIJg_E8MBLh9DkRWiENvGbKOy8,optical
Chatra,Shop No 5,"Titan Eye+ at Sakchi, Jamshedpur (Buy 1 Get 1 Free)","Shop No 5, New Kalimati Rd, opposite City Center, Hirasingh Bagan, Sakchi, Jamshedpur, Jharkhand 831001, India",4.9,3832,https://www.google.com/maps/place/?q=place_id:ChIJTXnjUQbj9TkRr7H_kjH4gw8,optical
Chatra,House No.32,Titan Eye+ at Mango,"House No.32, Ward No.9, Desh Bandhu Line New, Dimna Rd, near Darbhanga Diary, Hume Pipe Area, Ulidih, Mango, Jamshedpur, Jharkhand 831012, India",4.9,377,https://www.google.com/maps/place/?q=place_id:ChIJq4-4FNzj9TkRH_nEmu-d4Hc,optical
Chatra,Yashoda Bhawan,"Titan Eye+ at Matwari, Hazaribag","Yashoda Bhawan, near Matwari Petrol Pump, Ompuri, Hazaribagh, Jharkhand 825303, India",5,208,https://www.google.com/maps/place/?q=place_id:ChIJEwo2ipid9DkRjmmX_z0z6xs,optical
Koderma,Ground Floor,"Lenskart.com at Harmu, Ranchi (First Lens Replacement Free)","Ground Floor, Pradhan Tower, Harmu Rd, opposite Caratlane, Kumhartoli, Ranchi, Jharkhand 834001, India",4.8,2406,https://www.google.com/maps/place/?q=place_id:ChIJUVqqygjh9DkR5lWVtEJrTPQ,optical
Koderma,Shop No,"Lenskart.com at Hazaribagh, Jharkhand (Harry Potter Collection)","Shop No, 235, Guru Gobind Singh Rd, near Annada Chowk, NawabGanj, Hazaribagh, Jharkhand 825301, India",4.9,1702,https://www.google.com/maps/place/?q=place_id:ChIJ08z-yRqd9DkRju6B8mF7hSE,optical
Koderma,Ground Floor,"Lenskart.com Flagship Store at Main Road, Ranchi (First Lens Replacement Free)","Ground Floor, Capitol Hill Building, Mahatma Gandhi Main Rd, Maulana Azad Colony, Hindpiri, Ranchi, Jharkhand 834001, India",4.8,1549,https://www.google.com/maps/place/?q=place_id:ChIJf_Trslvh9DkRuSt5YSX3-2k,optical
Koderma,Unit No 3,Lenskart.com at Mall Of Ranchi (First Lens Replacement Free),"Unit No 3, Mall Of, Ratu Rd, Kumhartoli, Ranchi, Jharkhand 834001, India",4.9,1561,https://www.google.com/maps/place/?q=place_id:ChIJhZRdtuvf9DkRpvmFX-Xq95M,optical
Koderma,Ground Floor,"Lenskart.com at Kathal More, Ranchi","Ground Floor, OAK Pioneer, Kathal More - Argora - Ranchi Rd, Deepatoli, Pundag, Ranchi, Jharkhand 834004, India",4.8,67,https://www.google.com/maps/place/?q=place_id:ChIJXZ0f7fTh9DkRKtr4y06leXc,optical
Koderma,Indira Gandhi Chowk,"Lenskart.com at Bahu Bazaar, Ranchi","Indira Gandhi Chowk, near Magic Move Dance Studio, Bahu Bazar, Upper Chutia, Samlong, Ranchi, Jharkhand 834001, India",4.9,65,https://www.google.com/maps/place/?q=place_id:ChIJ4zrn-fjh9DkRghWDZ8hVF6M,optical
Koderma,Khata No 39,Lenskart.com at Lohardaga,"Khata No 39, SARNA TOLI, Plot- 490/2378, PS, Lohardaga, Jharkhand 835302, India",5,131,https://www.google.com/maps/place/?q=place_id:ChIJQR039RcjizkRXFLzlCrM6Z0,optical
Koderma,Plot No 1285,Lenskart.com at Gwaltoli Hazaribagh,"Plot No 1285, Ward 17, Sapna Tower, Chatra Road, Gwal Toli Chowk, Azad Rd, Suleman Colony, Chisti Nagar, Hazaribagh, Jharkhand 825301, India",4.9,1115,https://www.google.com/maps/place/?q=place_id:ChIJRfeB-1ef9DkRtbL9nOqG3mI,optical
Koderma,Ward No 5,Lenskart.com at Court Road Giridih,"Ward No 5, 15 & 17 Ground Floor, Beside Titan World, Kali Bari, Court Rd, New Barganda, Giridih, Jharkhand 815301, India",4.9,623,https://www.google.com/maps/place/?q=place_id:ChIJ6SdF0pNV8TkRYMrDYdAQBkM,optical
Koderma,Ground Floor,Lenskart Kokar Ranchi,"Ground Floor, Ranchi - Patna Rd, beside Apollo Pharmacy, near Benelli, New Adarsh Nagar, Keeway, Kokar, Ranchi, Jharkhand 834001, India",5,14,https://www.google.com/maps/place/?q=place_id:ChIJq_4qMH7j9DkRBd7F1HaYWXE,optical
Koderma,House No.178,"Titan Eye+ at Jhumri Telaiya, Koderma (Buy 1 Get 1 Free)","House No.178, Ranchi - Patna Rd, near Bank of India, Taratand, Jhumri Telaiya, Jharkhand 825409, India",4.8,178,https://www.google.com/maps/place/?q=place_id:ChIJ12xvl6J18zkRhfrYcSxImoA,optical
Koderma,Sankat Mochan Mandir,"Lenskart.com at Nawada, Bihar","Sankat Mochan Mandir, Ram Nagar, Main Rd, opposite to Monte Carlo, Nawada, Gonawa, Bihar 805110, India",4.9,403,https://www.google.com/maps/place/?q=place_id:ChIJHU2gkLD_8jkR4VRdSJcHP4E,optical
Koderma,Plot No 172,Lenskart.com at Ramghar,"Plot No 172, Gram Thana Chawk, near Gandhi Chawk, Area, Ramgarh Cantonment, Jharkhand 829122, India",4.9,1506,https://www.google.com/maps/place/?q=place_id:ChIJcXPC_JH19DkRt7FC8m0m1CM,optical
Koderma,Ratu Rd,Lenskart,"Ratu Rd, Aryapuri, Marg, Ranchi, Jharkhand 834005, India",4.9,239,https://www.google.com/maps/place/?q=place_id:ChIJffnx4zTh9DkR8wlGVZ3_-JY,optical
Koderma,Dangratoli Chowk,"Lenskart.com at Puruliya Road, Ranchi (First Lens Replacement Free)","Dangratoli Chowk, Purulia Rd, near Kashyap Eye Hospital, Dangratoli, Nayatoli, Ranchi, Jharkhand 834001, India",4.9,2944,https://www.google.com/maps/place/?q=place_id:ChIJHyFYT7bh9DkRCjfHJadqWD4,optical
Koderma,khata No 91,"Lenskart.com at Kanke Road, Ranchi","khata No 91, Kathar Gonda, Kanke Rd, Po+Ps, Indrapuri Colony, Kanke, Ranchi, Jharkhand 834008, India",5,42,https://www.google.com/maps/place/?q=place_id:ChIJ9f440Fjh9DkRhEraJb0ztZw,optical
Koderma,Dumka Bhagalpur Road,"Lenskart.com at Dumka, Bhagalpur","Dumka Bhagalpur Road, Post PS Dudhani, near Vishal Mega Mart, Dumka, Jharkhand 814101, India",5,468,https://www.google.com/maps/place/?q=place_id:ChIJDT9VewC38DkRIT3m_AUpZQU,optical
Koderma,Ward No 30,"Lenskart.com at Singh More, Ranchi","Ward No 30, Ps-Top, Meera Complex, Hatia, Singh More, Po, Kalyanpur, Ranchi, Jharkhand 834003, India",4.9,25,https://www.google.com/maps/place/?q=place_id:ChIJ59KLQs4f9TkRcuiTa9PIwvE,optical
Koderma,Shop No S5,Lenskart.com,"Shop No S5, Second Floor, Nucleus Mall, Circular Rd, Lalpur, Ranchi, Jharkhand 834001, India",4.9,3775,https://www.google.com/maps/place/?q=place_id:ChIJ6QIzIg_h9DkR7C3J14A9wek,optical
Gumla,Patel Chowk,Gumla Optical,"Patel Chowk, Lohardaga, road, Gumla, Jharkhand 835207, India",4.7,24,https://www.google.com/maps/place/?q=place_id:ChIJJV9cTSLpijkRo4x6BYgTEqo,optical
Gumla,Khata No 39,Lenskart.com at Lohardaga,"Khata No 39, SARNA TOLI, Plot- 490/2378, PS, Lohardaga, Jharkhand 835302, India",5,131,https://www.google.com/maps/place/?q=place_id:ChIJQR039RcjizkRXFLzlCrM6Z0,optical
Gumla,GEL Church Complex,"Titan Eye+ Flagship store at Kanka, Ranchi (Buy 1 Get 1 Free)","GEL Church Complex, Ground, 13, Mahatma Gandhi Main Rd, Ranchi, Jharkhand 834001,ph, Kanka, Ranchi, Jharkhand 834001, India",4.9,2239,https://www.google.com/maps/place/?q=place_id:ChIJy8dMyKfh9DkR670vZifbo3E,optical
Gumla,Ground Floor,"Titan Eye+ at Garhwa Main Road, Garhwa (Buy 1 Get 1 Free)","Ground Floor, Main Road, Garhwa, Jharkhand 822114, India",4.9,454,https://www.google.com/maps/place/?q=place_id:ChIJ4RmlGFgPjDkRhWcYxpCYBCw,optical
Gumla,FOGLA HOUSE,"Titan Eye+ at Lalpur, Ranchi (Buy 1 Get 1 Free)","FOGLA HOUSE, 56, Circular Rd, beside KAVERI RESTAURANT, P&T Colony, Lalpur, Ranchi, Jharkhand 834001, India",4.9,1689,https://www.google.com/maps/place/?q=place_id:ChIJefgbD23h9DkR1UyLlvvs6GQ,optical
Gumla,Hinoo Main Rd,"Titan Eye+ at Hinoo, Ranchi (Buy 1 Get 1 Free)","Hinoo Main Rd, below Allahabad Bank, Kilburn Colony, Shivpuri Colony, Hinoo, Ranchi, Jharkhand 834002, India",4.9,1278,https://www.google.com/maps/place/?q=place_id:ChIJhdnkySbh9DkR1dIusQ-mLk4,optical
Gumla,SAI COMPLEX,"Titan Eye+ at Kanke Road, Ranchi (Buy 1 Get 1 Free)","SAI COMPLEX, Kanke Rd, opp. ORIENTAL BANK OF COMMERCE, near KRISHI BHAWAN, Jawahar Nagar, Hatma, Ranchi, Jharkhand 834008, India",4.9,2219,https://www.google.com/maps/place/?q=place_id:ChIJmxnMXgjn9DkRdW0YUfZxlK8,optical
