city,area,name,address,rating,total_ratings,maps_link,category
Sahibganj,Nawal Kishore Chowk,D.A.V THE HOLY SCHOOL,"Nawal Kishore Chowk, Salempur Road, Sahebganj(Muz, 7WXC+XJ4, Salempur, Bihar 843125, India",,,https://www.google.com/maps/place/?q=place_id:ChIJie6vLDPVkjkRLJ3q8BeH5hM,schools
Sahibganj,Distt,DAV PUBLIC SCHOOL,"Distt, near Dwijdeni ground, Professor Colony, Forbesganj, Bihar 854318, India",4.2,21,https://www.google.com/maps/place/?q=place_id:ChIJW057JS-Z7zkRB9VV-ChmtUw,schools
Sahibganj,AT- HABIBPUR,Kendriya Vidyalaya Sahibganj,"AT- HABIBPUR, P.O, 6JWQ+4C5, Sahibganj, Jharkhand 816109, India",,,https://www.google.com/maps/place/?q=place_id:ChIJ9-5qiZWY-jkRXlAeaH2coKk,schools
Sahibganj,Purani Sahibganj Rd,Dps sakrigali sahibganj,"Purani Sahibganj Rd, Naya Tola, Sahibganj, Jharkhand 816109, India",,,https://www.google.com/maps/place/?q=place_id:ChIJIbdH072Z-jkR_KSgbpmbm04,schools
Jamtara,XRG3+WWC,"D.A.V. Public School, Jamtara","XRG3+WWC, Govindapur, Jamtara, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJYXlKASPR9jkRPoDfsNvnUBs,schools
Jamtara,Village - Dumatanr,Delhi Public School Deoghar,"Village - Dumatanr , Near Lakra Mouja, Plot no 06, Dumatanr, Jharkhand 814113, India",,,https://www.google.com/maps/place/?q=place_id:ChIJud7heS8X8TkRBfJCzzQQb3E,schools
Jamtara,Near Tapej,Delhi Public School Chatra,"Near Tapej , Turaag, 6W85+8MR, Distt, Tunrag, Jharkhand 825401, India",3.8,35,https://www.google.com/maps/place/?q=place_id:ChIJZ7djYLGtjDkRfCmjVwecXXk,schools
Jamtara,XQ8W+FH4,Jamtara Public School,"XQ8W+FH4, Court Rd, Rajpalli Jamtara, Jamtara, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJ2f91vuPQ9jkR6O1q_6CNsUI,schools
Jamtara,Kali Mandir,D N Academy,"Kali Mandir, XR96+PHR, Paredih, Jamtara, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJxdXi5SfR9jkRbsRS24mLrnc,schools
Jamtara,GP4H+3P2,DELHI PUBLIC SCHOOL Deoghar,"GP4H+3P2, Amgariya, near Delhi public school, Amgariya, Deoghar, Jharkhand 814157, India",,,https://www.google.com/maps/place/?q=place_id:ChIJTfVXw7gX8TkRHoVRrJCMG10,schools
Jamtara,1021,"Delhi Public School Chas, Bokaro","1021, Raghunathpur - Chas Main Rd, Chas, Khamarbendi, Jharkhand 827013, India",,,https://www.google.com/maps/place/?q=place_id:ChIJhZdrtzAn9DkRPrAoo9yyAgs,schools
Jamtara,XR62+8PV,J B C +2 High School Jamtara,"XR62+8PV, Govindapur, Jamtara, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJGeT88gTR9jkRahY_77KG6gA,schools
Jamtara,XQ7X+JWC,"Girls High School, Jamtara","XQ7X+JWC, Govindapur, Jamtara, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJnU4QNODR9jkRWOEgzdKi4o0,schools
Jamtara,88M2+54H,Delhi Public School,"88M2+54H, Bypass Rd, Near Vivekanand Auditorium, SAIL Twp, Dhurwa, Ranchi, Jharkhand 834004, India",,,https://www.google.com/maps/place/?q=place_id:ChIJ4x9vLKDg9DkRhq3Z0iE73as,schools
Jamtara,XR65+58M,Oxford Public school,"XR65+58M, Azad Para, Patharchapra, Jamtara, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJp8ATvtvQ9jkRBkHvBxI3Hbc,schools
Jamtara,XR83+9M8,St. Anthony School,"XR83+9M8, Kayesthapara, Jamtara, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJmysGpt_Q9jkRqrSw-gvzrGI,schools
Jamtara,Kanya Uch Vidyalay,Kendriya Vidyalaya Jamtara,"Kanya Uch Vidyalay, Road, NewTown, Jamtara, Hansipahari, Jharkhand 815351, India",,,https://www.google.com/maps/place/?q=place_id:ChIJiRVC_eDQ9jkRY2YF3yugMxk,schools
Chakradharpur,TATA ROAD,Sj dav public school,"TATA ROAD, KHAPPARSAI, Chaibasa, Sikursai, Jharkhand 833204, India",,,https://www.google.com/maps/place/?q=place_id:ChIJl5Qlu5AnHjoRkNlOzKx4Nsw,schools
Chakradharpur,ACC Colony,"DAV Public School,ACC Jhinkpani","ACC Colony, Jhinkpani, Jorapokhar, Jharkhand 833215, India",,,https://www.google.com/maps/place/?q=place_id:ChIJZXHvNJ4vHjoREbG4nN1pNxk,schools
Chakradharpur,HMMC+V4G,"DAV Public School, Rajrappa Project","HMMC+V4G, Rajrappa Project, CCL, Sandi, Jharkhand 829150, India",,,https://www.google.com/maps/place/?q=place_id:ChIJhw5-EkJZ9DkRhHR8F33WXfQ,schools
Chakradharpur,MJ9H+87H,DELHI PUBLIC SCHOOL CHAKRADHARPUR,"MJ9H+87H, Ward No. 16, Chakradharpur, Jharkhand 833102, India",,,https://www.google.com/maps/place/?q=place_id:ChIJAxWlVzuC9TkRbkv6xZav5F0,schools
Chakradharpur,Beniadih,DAV Public School CCL,"Beniadih,, 57FP+CXX, Giridih, NH 114A, Jogitanr, Giridih, Jharkhand 815311, India",,,https://www.google.com/maps/place/?q=place_id:ChIJ7-VWgMhV8TkR-F9itzP5Ezo,schools
Chakradharpur,Sur,"D.A.V Public School, Bachra","Sur, Vihar Colony, Bachra, Jharkhand 829201, India",,,https://www.google.com/maps/place/?q=place_id:ChIJj4RY6NS39DkR-QMpWaBVfII,schools
Chakradharpur,National Highway 75 Asantalia,Madhusudhan Public School,"National Highway 75 Asantalia, W, Chakradharpur, Jharkhand 833102, India",,,https://www.google.com/maps/place/?q=place_id:ChIJE6iG84J49TkRkv1R8KCPka8,schools
Chakradharpur,near Shiv Mandir,Kendriya Vidyalaya,"near Shiv Mandir, Railway East Colony, South Eastern Railway Colony, Chakradharpur, Jharkhand 833102, India",,,https://www.google.com/maps/place/?q=place_id:ChIJo6gcRUqC9TkRbOLDkvypui8,schools
Chakradharpur,Main Building,DAV Public School,"Main Building, Itki Rd, Hehal, Ranchi, Jharkhand 834005, India",,,https://www.google.com/maps/place/?q=place_id:ChIJTbzBrDfe9DkRlB0eLkPsb3U,schools
Chakradharpur,MJFV+W9H,"St. Xavier's English School, Chakradharpur","MJFV+W9H, Potka main raod, Ward No. 19, Chakradharpur, Jharkhand 833102, India",,,https://www.google.com/maps/place/?q=place_id:ChIJPyI1TcuD9TkR2Tty6IbtCrI,schools
Chakradharpur,MJ9H+F72 Delhi Public School,SP Group,"MJ9H+F72 Delhi Public School, Chiranji Block, Ward No. 16, Chakradharpur, Jharkhand 833102, India",,,https://www.google.com/maps/place/?q=place_id:ChIJ85pmWDuC9TkR45DZ6glHE9s,schools
Saraikela,Anjani nagar,B.M. DAV Public School,"Anjani nagar, Pathanmara, Jharkhand 833219, India",,,https://www.google.com/maps/place/?q=place_id:ChIJvXtwXxHz9TkRnpoKRuzaANY,schools
Saraikela,Q5G3+HX5,DAV Public School,"Q5G3+HX5, NIT Campus, Banta Nagar, Adityapur, Jamshedpur, Jharkhand 831014, India",,,https://www.google.com/maps/place/?q=place_id:ChIJycIf_7fk9TkR3Nl6jmYFonw,schools
Saraikela,Khunti Road,DAV SARLA SCHOOL,"Khunti Road, Tupudana Chowk, Po, opposite Ram Sakhi Tower, Hatia, Ranchi, Jharkhand 834003, India",4.5,25,https://www.google.com/maps/place/?q=place_id:ChIJwVoBC3of9TkRBOrzFZw3V-Q,schools
Saraikela,Q5XG+4VV,"D.A.V. PUBLIC SCHOOL,JSR","Q5XG+4VV, Rd Number 4, Contractors Area, Bistupur, Jamshedpur, Jharkhand 831001, India",,,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAGHj9TkReCBOgITk_Zw,schools
Saraikela,TATA ROAD,Sj dav public school,"TATA ROAD, KHAPPARSAI, Chaibasa, Sikursai, Jharkhand 833204, India",,,https://www.google.com/maps/place/?q=place_id:ChIJl5Qlu5AnHjoRkNlOzKx4Nsw,schools
Saraikela,GRV5+7X9,Dav,"GRV5+7X9, Chaibasa Rd, Tungri, Chaibasa, Jharkhand 833201, India",3.8,56,https://www.google.com/maps/place/?q=place_id:ChIJSTD6IXUnHjoRg4KQNr7VSpA,schools
Saraikela,37GP+M2C,D A V School,"37GP+M2C, DAV Rd, Mishra Colony, Khunti, Jharkhand 835210, India",,,https://www.google.com/maps/place/?q=place_id:ChIJoT8YU8wX9TkRujMYWkiVE1Y,schools
Saraikela,R5CC+C4H,DAV Girls High School,"R5CC+C4H, Balichela Rd, near Water Tank, Kagal Nagar, Sonari, Jamshedpur, Jharkhand 831011, India",,,https://www.google.com/maps/place/?q=place_id:ChIJM4i3CXnk9TkRrllIQFHgKMU,schools
Saraikela,More,"B.P.DAV Public School, Garhwa","More, Pharatiya, Jharkhand 822124, India",,,https://www.google.com/maps/place/?q=place_id:ChIJWTyIB-ANjDkR1AN6un3O6eY,schools
Saraikela,ACC Colony,"DAV Public School,ACC Jhinkpani","ACC Colony, Jhinkpani, Jorapokhar, Jharkhand 833215, India",,,https://www.google.com/maps/place/?q=place_id:ChIJZXHvNJ4vHjoREbG4nN1pNxk,schools
Saraikela,DAV Public School,DAV Public School Patelnagar,"DAV Public School, Patel Nager, Agrico Area, Jamshedpur, Jharkhand 831001, India",,,https://www.google.com/maps/place/?q=place_id:ChIJ1RgSPmHj9TkRmdUfw-9EvZY,schools
